"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2022","2022",1006,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2023","2023",1167,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2022","2022",2135,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2023","2023",2179,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2022","2022",67,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2023","2023",64.9,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",1116,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2023","2023",1090,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",69.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2023","2023",70.2,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",48.1,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2023","2023",50.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2022","2022",43.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2023","2023",49.1,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",1185,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2023","2023",1229,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",66.1,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2023","2023",63.1,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",4954,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",4881,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2022","2022",802,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2023","2023",852,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2022","2022",86,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2023","2023",84.2,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",1392,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",1410,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",64.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",64.5,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2022","2022",428,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2023","2023",429,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",2559,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2023","2023",2594,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2022","2022",1339,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2023","2023",1224,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",60.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",60.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",1775,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2023","2023",1740,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",62.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2023","2023",58.8,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",5269,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",5298,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",79.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2023","2023",77,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2022","2022",84.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2023","2023",84.4,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",5051,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2023","2023",5011,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",78.6,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2023","2023",77.7,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",40.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",40.1,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2022","2022",63.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2023","2023",70,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",68.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2023","2023",68.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2022","2022",67.9,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2023","2023",67.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2022","2022",49.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2023","2023",46.3,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",2394,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",2315,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2022","2022",562,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2023","2023",570,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",79.9,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",79.4,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",63.8,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2023","2023",60.7,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",3226,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",3160,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",862,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2023","2023",840,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",57.5,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2023","2023",55.2,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",62.9,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2023","2023",62.9,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2022","2022",39226,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2023","2023",38999,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2022","2022",39.4,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2023","2023",41.1,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",64.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",66,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",1180,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2023","2023",1292,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2022","2022",23200,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2023","2023",23201,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",1870,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",1828,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",316,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",281,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",872,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",927,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2022","2022",794,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2023","2023",888,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",58.4,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2023","2023",57.7,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2022","2022",69,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2023","2023",69.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",74.1,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2023","2023",73.3,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",64.8,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2023","2023",61.1,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2022","2022",61,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2023","2023",60.1,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",53.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2023","2023",58,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",66.3,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2023","2023",66,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",84.7,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",84.9,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",2013,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2023","2023",2000,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",2107,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",2095,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2022","2022",66.2,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2023","2023",64.4,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2022","2022",84,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2023","2023",86,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",61.3,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",61.3,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",45.4,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2023","2023",46.4,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2022","2022",1133,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2023","2023",1089,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2022","2022",526,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2023","2023",662,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",1664,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2023","2023",1673,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",1811,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",1819,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",56.1,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2023","2023",50.5,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",2981,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",2942,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",1979,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",1960,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2022","2022",63.3,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2023","2023",57.3,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",674,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",628,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",64.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2023","2023",65.1,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2022","2022",17037,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2023","2023",16901,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2022","2022",544,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2023","2023",503,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",1445,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2023","2023",1409,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",57.5,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2023","2023",58.4,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2022","2022",62.3,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2023","2023",60.3,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",5769,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",5498,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",3597,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",3702,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2022","2022",17321,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2023","2023",16902,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",70.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2023","2023",69.7,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2022","2022",51.2,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2023","2023",51,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",671,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2023","2023",681,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",86.8,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2023","2023",82.9,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",73.7,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2023","2023",76.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",46.1,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",49,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",39.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",44.6,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2022","2022",912,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2023","2023",896,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",799,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",822,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2022","2022",481,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2023","2023",505,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2022","2022",73.5,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2023","2023",73,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",68.3,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2023","2023",68.3,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",1060,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",1127,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",4308,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",4290,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",825,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",767,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2022","2022",66.2,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2023","2023",67.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y6-10","6-10 anni","2022","2022",82.3,,
