"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",1900,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",1991,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2022","2022",1795,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2023","2023",1771,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",2506,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2023","2023",2531,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",68.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",69.5,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",1160,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2023","2023",1092,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2022","2022",62,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2023","2023",64.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",499,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",514,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",4078,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",4149,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2022","2022",65.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2023","2023",69.7,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",85.6,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2023","2023",85.1,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2022","2022",743,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2023","2023",694,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",76.3,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2023","2023",77.3,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",47.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2023","2023",46.9,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2022","2022",289,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2023","2023",269,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",2187,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",2304,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2022","2022",57.8,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2023","2023",57.7,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",66.4,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",67,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",57.3,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2023","2023",57,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2022","2022",70.7,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2023","2023",70,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2022","2022",61.2,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2023","2023",61.8,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",2230,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2023","2023",2250,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",1985,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2023","2023",1859,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",506,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",496,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",2459,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",2413,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2022","2022",749,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2023","2023",800,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",1285,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2023","2023",1310,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",3739,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",3701,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",72.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2023","2023",71.2,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",2669,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",2762,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",1168,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2023","2023",1113,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",2196,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",2131,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",68.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2023","2023",68.6,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",1741,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",1802,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",1199,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",1264,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",37.1,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2023","2023",41.8,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2022","2022",687,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2023","2023",685,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",65.6,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2023","2023",63.5,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2022","2022",508,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2023","2023",635,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2022","2022",82.9,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2023","2023",83.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",1371,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2023","2023",1273,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",1202,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2023","2023",1199,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2022","2022",68.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2023","2023",68.4,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",47.5,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",50.5,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2022","2022",69.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2023","2023",67.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2022","2022",63.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2023","2023",70.3,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",2597,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",2508,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",4088,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",3964,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",3951,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2023","2023",3896,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",2955,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",2766,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",63.1,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2023","2023",67.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",1233,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2023","2023",1246,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",43.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2023","2023",42.3,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",70.5,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2023","2023",71.6,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",2805,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",2780,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",2837,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",2834,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2022","2022",308,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2023","2023",314,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",81.2,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",81.1,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",38.3,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2023","2023",38,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2022","2022",85.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2023","2023",84.5,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",5660,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",5584,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2022","2022",43,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2023","2023",44.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",56.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2023","2023",54.7,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2022","2022",38.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2023","2023",42.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",723,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2023","2023",799,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",2963,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2023","2023",2881,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2022","2022",78.7,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2023","2023",79.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",65.9,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2023","2023",64.3,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",2799,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",2776,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2022","2022",13128,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2023","2023",13625,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",2418,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2023","2023",2405,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",828,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",791,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",71.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",66.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",63.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2023","2023",63.4,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",1695,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2023","2023",1658,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",1543,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2023","2023",1687,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",3266,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",3293,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",422,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",401,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",60.6,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",59.8,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",72.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2023","2023",73.1,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2022","2022",808,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2023","2023",766,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2022","2022",750,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2023","2023",869,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",2384,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",2287,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",2431,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2023","2023",2400,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2022","2022",918,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2023","2023",888,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",1325,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",1357,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",1163,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2023","2023",1064,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2022","2022",68.4,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2023","2023",64.8,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",54.9,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",56.4,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",917,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2023","2023",866,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",1786,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",1883,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",2988,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",2936,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",1553,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2023","2023",1556,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",4580,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",4418,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",36,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2023","2023",36.5,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",1525,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",1491,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",2671,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",2718,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2022","2022",1489,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2023","2023",1537,,
